274.4732401512714,-139.85110106226844,1300
265.1503066168344,-156.80945420625946,1300
254.78094595783278,-173.14895207392445,1300
243.40608130347837,-188.8051101319844,1300
231.07060404787975,-203.7161406772038,1300
217.82319668422176,-217.82319668422173,1300
203.71614067720378,-231.07060404787973,1300
188.8051101319844,-243.4060813034784,1300
173.14895207392445,-254.7809459578328,1300
156.80945420626014,-265.15030661683403,1300
139.8511010622681,-274.4732401512715,1300
122.34081951427545,-282.7129532017268,1300
104.34771464386355,-289.83692738515765,1300
85.94279701568685,-295.81704763009645,1300
67.19870243122051,-300.6297131339924,1300
48.189405268424245,-304.25593050480023,1300
28.989926538677622,-306.68138871921843,1300
9.676037813121694,-307.8965156017609,1300
-9.676037813121727,-307.8965156017608,1300
-28.989926538678542,-306.68138871921843,1300
-48.18940526842422,-304.25593050480023,1300
-67.19870243122051,-300.6297131339924,1300
-85.94279701568685,-295.81704763009645,1300
-104.34771464386353,-289.83692738515765,1300
-122.34081951427535,-282.71295320172686,1300
-139.85110106226813,-274.47324015127145,1300
-156.8094542062595,-265.1503066168344,1300
-173.14895207392445,-254.78094595783278,1300
-188.80511013198446,-243.40608130347837,1300
-203.7161406772038,-231.0706040478797,1300
-217.82319668422178,-217.82319668422173,1300
-231.07060404787975,-203.71614067720384,1300
-243.40608130347837,-188.8051101319844,1300
-254.7809459578328,-173.14895207392436,1300
-265.15030661683403,-156.80945420626009,1300
-274.4732401512715,-139.85110106226813,1300
-282.71295320172686,-122.34081951427531,1300
-289.8369273851579,-104.34771464386287,1300
-295.8170476300963,-85.94279701568757,1300
-300.6297131339925,-67.19870243122045,1300
-304.25593050480023,-48.18940526842434,1300
-306.68138871921843,-28.98992653867764,1300
-307.8965156017608,-9.676037813121734,1300
-307.8965156017608,9.676037813121768,1300
-306.68138871921843,28.989926538677665,1300
-304.2559305048003,48.189405268424316,1300
-300.6297131339924,67.1987024312205,1300
-295.81704763009645,85.94279701568678,1300
-289.8369273851576,104.34771464386364,1300
-282.71295320172675,122.34081951427551,1300
-274.47324015127117,139.85110106226892,1300
