876.5383419040203,-346.45761263742463
866.7761125650893,-345.27305707975734
866.7142749207934,-345.2661332781124
845.5468395636111,-343.02934343761
845.4537663699851,-343.0203874254625
821.069668639133,-340.90392924899373
820.9723957382861,-340.896441673021
793.4099817853843,-339.04513029610183
793.3243381633916,-339.0401154441656
762.6721038189781,-337.5090229020411
762.603230929559,-337.50605848977386
728.9865991760628,-336.2912463604756
728.9251418795371,-336.2894037499058
692.4658755280283,-335.4206171461017
692.4095238025666,-335.41959208971736
653.2398156285269,-334.9279007360647
653.1909506526794,-334.92752615293006
611.4668604927818,-334.8115801772356
611.4296129421382,-334.8116154096604
567.3390661849892,-335.0175490439689
567.3172689451427,-335.01769836701084
521.0802894848529,-335.43523971522217
472.9573974434321,-335.8951504998779
423.2416523626689,-336.1896306552378
372.2265296758874,-336.086255980939
320.2117653730746,-335.34967225559416
267.4894525085379,-333.78129282457957
214.37682055331786,-331.1374207638792
161.18954842485545,-327.1839901702987
108.2465598108289,-321.684387284084
55.85813903311396,-314.42463925222944
4.323388298169987,-305.2214270875815
-46.06473437508848,-293.90185532632245
-95.03895290021137,-280.3468133517143
-142.3491237917635,-264.4924513600632
-187.70724770582768,-246.17312363123008
-230.90218229549657,-225.30724021316328
-271.9313468366935,-202.30483694434753
-310.75581399937016,-177.579129982472
-347.26419450074616,-151.35900334502043
-381.3564547467821,-123.85702060606654
-412.94774077745734,-95.29220351027602
-441.9896633017471,-65.9456715151954
-468.4594403901599,-36.159532232194
-492.2990327928818,-6.200923176868333
-513.4045648367539,23.82412768095282
-531.7306091033608,53.724044154952736
-547.2601423978721,83.25411686884576
-559.9925372541126,112.15520577308773
-569.9461470144533,140.15490154602347
-577.1761659745948,166.93788028501197
-581.8143517574447,191.9704439864013
-583.7329012694793,215.39878055470732
-582.7915870386679,237.61175766708487
-579.9102442045137,256.2870834702702
-572.3904754679919,277.97393750224853
-564.7655821951907,292.00857701960933
-553.202092656513,307.34910719102095
-538.4899299619387,322.0832351058644
-520.5366152932464,336.4569575476124
-518.6324528225231,337.7993039153952
